Sentence: #;Word;Tag
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8187;seroquel;NAME
;xr;NAME
;50;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 8188;megace;NAME
;160;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8189;suboxone;NAME
;8;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;2;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;paranova;O
;);O
;resoribl;FORM
;.;FORM
;,;O
;subling;FORM
;.;FORM
Sentence: 8190;firdapse;NAME
;10;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8191;adenuric;NAME
;80;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8192;paroxetin;NAME
;orifarm;O
;30;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8193;vaxigrip;NAME
;10;PACK
;engangssprøjter;PACK
;a;PACK
;0;PACK
;,;O
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;susp;FORM
;,;O
;sprøjte;FORM
Sentence: 8194;pulmozyme;NAME
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;30;PACK
;x;PACK
;2;PACK
;,;O
;5;PACK
;ml;PACK
;inhvsk;FORM
;t;FORM
;.;FORM
;nebul;FORM
;,;O
;opl;FORM
Sentence: 8195;zaditen;NAME
;0;STRENGTH
;,;O
;25;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Sentence: 8196;abstral;NAME
;100;STRENGTH
;mikrogram;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;resoribl;FORM
;.;FORM
;,;O
;subling;FORM
;.;FORM
Sentence: 8197;cystagon;NAME
;150;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;abacus;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8198;duaklir;NAME
;genuair;NAME
;340;STRENGTH
;+;STRENGTH
;12;STRENGTH
;mikrog;STRENGTH
;.;STRENGTH
;60;PACK
;doser;PACK
;(;O
;abacus;O
;);O
;inhalationspulver;FORM
Sentence: 8199;clarithromycin;NAME
;orifarm;O
;500;STRENGTH
;mg;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8200;diacomit;NAME
;250;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8201;kyprolis;NAME
;10;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Sentence: 8202;effipro;NAME
;50;STRENGTH
;mg;STRENGTH
;4;PACK
;x;PACK
;0;PACK
;,;O
;5;PACK
;ml;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Sentence: 8203;entocort;NAME
;3;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;kap;FORM
;.;FORM
;m;FORM
;.;FORM
;mod;FORM
;.;FORM
;udløs;FORM
;.;FORM
;hård;FORM
Sentence: 8204;esomeprazol;NAME
;krka;O
;20;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterokapsler;FORM
;,;O
;hårde;FORM
Sentence: 8205;oramorph;NAME
;30;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;oral;FORM
;opl;FORM
;.;FORM
;,;O
;endos;FORM
;.;FORM
;beh;FORM
;.;FORM
Sentence: 8206;duoprim;NAME
;vet;NAME
;.;NAME
;200;STRENGTH
;+;STRENGTH
;40;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;a;PACK
;100;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 8207;ramipril;NAME
;hexal;O
;1;STRENGTH
;,;O
;25;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 8208;azzalure;NAME
;2;PACK
;x;PACK
;125;PACK
;enheder;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Sentence: 8209;quetiapin;NAME
;krka;O
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8210;oxis;NAME
;turbuhaler;NAME
;9;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;60;PACK
;doser;PACK
;inhalationspulver;FORM
Sentence: 8211;iopidine;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;12;PACK
;x;PACK
;2;PACK
;x;PACK
;0;PACK
;,;O
;25;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Sentence: 8212;panodil;NAME
;hot;NAME
;500;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;pul;FORM
;.;FORM
;t;FORM
;.;FORM
;oral;FORM
;opl;FORM
;.;FORM
;,;O
;brev;FORM
Sentence: 8213;tirosint;NAME
;150;STRENGTH
;mikrogram;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;bløde;FORM
Sentence: 8214;bricanyl;NAME
;turbuhaler;NAME
;0;STRENGTH
;,;O
;25;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;inhalationspulver;FORM
Sentence: 8215;morfin;NAME
;dak;O
;30;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8216;sevorane;NAME
;250;PACK
;ml;PACK
;væske;FORM
;til;FORM
;inhal;FORM
;.;FORM
;damp;FORM
Sentence: 8217;xamiol;NAME
;50;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;g;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;30;PACK
;g;PACK
;gel;FORM
Sentence: 8218;aripiprazole;NAME
;sandoz;O
;15;STRENGTH
;mg;STRENGTH
;70;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8219;locoid;NAME
;crelo;NAME
;0;STRENGTH
;,;O
;1;STRENGTH
;%;STRENGTH
;100;PACK
;ml;PACK
;kutanemulsion;FORM
Sentence: 8220;canesten;NAME
;100;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;vaginaltabletter;FORM
Sentence: 8221;lansoprazol;NAME
;teva;O
;15;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterokapsler;FORM
;,;O
;hårde;FORM
Sentence: 8222;vokanamet;NAME
;150;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;1000;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8223;veraloc;NAME
;40;STRENGTH
;mg;STRENGTH
;250;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 8224;seroquel;NAME
;xr;NAME
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 8225;quetiapin;NAME
;accord;O
;200;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8226;bupremyl;NAME
;5;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;time;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Sentence: 8227;xyloplyin;NAME
;dental;NAME
;adrenalin;NAME
;20;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;12;STRENGTH
;,;O
;5;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;100;PACK
;x;PACK
;1;PACK
;,;O
;8;PACK
;ml;PACK
;tubuler;PACK
;(;O
;selvasp;O
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 8228;desmomelt;NAME
;240;STRENGTH
;rg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;frysetørret;FORM
;tablet;FORM
Sentence: 8229;ibumetin;NAME
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8230;fentanyl;NAME
;hameln;O
;50;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;2;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 8231;terbinafin;NAME
;actavis;O
;250;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8232;brintellix;NAME
;20;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8233;xultophy;NAME
;100;STRENGTH
;enh;STRENGTH
;+;STRENGTH
;3;STRENGTH
;,;O
;6;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;3;PACK
;x;PACK
;3;PACK
;ml;PACK
;(;O
;orifarm;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Sentence: 8234;pantoprazole;NAME
;teva;O
;40;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Sentence: 8235;levitra;NAME
;20;STRENGTH
;mg;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8236;enacodan;NAME
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8237;vitalipid;NAME
;adult;NAME
;10;PACK
;amp;PACK
;.;PACK
;a;PACK
;10;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;emul;FORM
Sentence: 8238;dymista;NAME
;137;STRENGTH
;+;STRENGTH
;50;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;næsespray;FORM
;,;O
;susp;FORM
;.;FORM
Sentence: 8239;ezetimib;NAME
;medical;O
;valley;O
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8240;xion;NAME
;20;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;0125;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;4;PACK
;x;PACK
;50;PACK
;x;PACK
;1;PACK
;,;O
;8;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 8241;ramipril;NAME
;stada;O
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8242;innovair;NAME
;100;STRENGTH
;+;STRENGTH
;6;STRENGTH
;mikrog;STRENGTH
;.;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;(;O
;dosistæller;O
;);O
;inhal;FORM
;.;FORM
;spray;FORM
;,;O
;opløsn;FORM
;.;FORM
Sentence: 8243;nicorette;NAME
;fruitmint;NAME
;2;STRENGTH
;mg;STRENGTH
;105;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;medicinsk;FORM
;tyggegummi;FORM
Sentence: 8244;revertor;NAME
;vet;NAME
;.;NAME
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 8245;rivastigmin;NAME
;orion;O
;4;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;112;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8246;treosulfan;NAME
;medac;O
;250;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8247;yana;NAME
;2;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;03;STRENGTH
;mg;STRENGTH
;63;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8248;buccolam;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;2;STRENGTH
;ml;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;(;O
;paranova;O
;);O
;mundhulevæske;FORM
;,;O
;opl;FORM
;.;FORM
Sentence: 8249;sativex;NAME
;27;STRENGTH
;+;STRENGTH
;25;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;3;PACK
;x;PACK
;10;PACK
;ml;PACK
;mundhulespray;FORM
;,;O
;opl;FORM
;.;FORM
Sentence: 8250;fludarabinphosphat;NAME
;actavis;O
;50;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;pul;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;+;FORM
;inf;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Sentence: 8251;nifedipin;NAME
;alternova;O
;30;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 8252;rilutek;NAME
;50;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8253;rivotril;NAME
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 8254;carboplatin;NAME
;actavis;O
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;15;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Sentence: 8255;nexgard;NAME
;spectra;NAME
;19;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;4;STRENGTH
;mg;STRENGTH
;3;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tyggetabletter;FORM
Sentence: 8256;emend;NAME
;125;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;80;STRENGTH
;mg;STRENGTH
;3;PACK
;stk;PACK
;.;PACK
;(;O
;1;PACK
;x;PACK
;125;PACK
;+;PACK
;2;PACK
;x;PACK
;80;PACK
;mg;O
;);O
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8257;prothiaden;NAME
;25;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8258;pracetam;NAME
;vet;NAME
;.;NAME
;200;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;l;PACK
;opløsning;FORM
;,;O
;drik;FORM
;.;FORM
;vand;FORM
Sentence: 8259;cabaser;NAME
;1;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 8260;abilify;NAME
;15;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;smeltetabletter;FORM
Sentence: 8261;clindamycin;NAME
;alternova;O
;300;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8262;cipralex;NAME
;20;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8263;duotrav;NAME
;40;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;+;STRENGTH
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;2;PACK
;,;O
;5;PACK
;ml;PACK
;(;O
;orifarm;O
;);O
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Sentence: 8264;brilique;NAME
;90;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8265;otezla;NAME
;10;STRENGTH
;+;STRENGTH
;20;STRENGTH
;+;STRENGTH
;30;STRENGTH
;mg;STRENGTH
;4;PACK
;+;PACK
;4;PACK
;+;PACK
;19;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8266;methotrexate;NAME
;orion;O
;25;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;0;PACK
;,;O
;8;PACK
;ml;PACK
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Sentence: 8267;dutasteride;NAME
;teva;O
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;bløde;FORM
Sentence: 8268;diclosup;NAME
;100;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;suppositorier;FORM
Sentence: 8269;kyprolis;NAME
;30;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Sentence: 8270;losartanka;NAME
;.;NAME
;/;NAME
;hclthiazid;NAME
;actavis;NAME
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8271;milbactor;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;+;STRENGTH
;25;STRENGTH
;mg;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8272;depocyte;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;5;STRENGTH
;ml;STRENGTH
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Sentence: 8273;attane;NAME
;vet;NAME
;.;NAME
;1000;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;250;PACK
;ml;PACK
;væske;FORM
;til;FORM
;inhal;FORM
;.;FORM
;damp;FORM
Sentence: 8274;nitisinone;NAME
;mdk;NAME
;5;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8275;dexamethasone;NAME
;krka;O
;4;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;unit;O
;-;PACK
;dose;O
;);O
;tabletter;FORM
Sentence: 8276;olanzapine;NAME
;glenmark;O
;10;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8277;seroquel;NAME
;xr;NAME
;300;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 8278;fosfomycin;NAME
;infectopharm;O
;40;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;4;PACK
;g;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Sentence: 8279;pulmicort;NAME
;turbuhaler;NAME
;400;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;100;PACK
;doser;PACK
;inhalationspulver;FORM
Sentence: 8280;solifenacin;NAME
;paranova;O
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8281;propranolol;NAME
;retard;O
;copharma;O
;80;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
;,;O
;hårde;FORM
Sentence: 8282;treosulfan;NAME
;medac;O
;5;STRENGTH
;g;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Sentence: 8283;terbinafin;NAME
;hexal;O
;250;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8284;loxicom;NAME
;til;NAME
;hunde;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;10;PACK
;x;PACK
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tyggetabletter;FORM
Sentence: 8285;pregabalin;NAME
;krka;O
;225;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8286;kefavet;NAME
;vet;NAME
;.;NAME
;250;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8287;aranesp;NAME
;50;STRENGTH
;mikrogram;STRENGTH
;4;PACK
;x;PACK
;0;PACK
;,;O
;5;PACK
;ml;PACK
;(;O
;m;O
;.;PACK
;saf;PACK
;.;PACK
;dev;PACK
;.;PACK
;);O
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Sentence: 8288;rosuvastatin;NAME
;sandoz;O
;20;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8289;coxevac;NAME
;72;STRENGTH
;10;PACK
;doser;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Sentence: 8290;entocord;NAME
;3;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;kap;FORM
;.;FORM
;m;FORM
;.;FORM
;mod;FORM
;.;FORM
;udløs;FORM
;.;FORM
;hård;FORM
Sentence: 8291;bloxazoc;NAME
;25;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 8292;akynzeo;NAME
;300;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 8293;javlor;NAME
;25;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Sentence: 8294;pancillin;NAME
;1;STRENGTH
;mill;STRENGTH
;.;STRENGTH
;ie;STRENGTH
;36;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8295;kevesy;NAME
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;100;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 8296;levodonna;NAME
;1;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 8297;scandonest;NAME
;30;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;8;PACK
;x;PACK
;50;PACK
;tubuler;PACK
;a;PACK
;1;PACK
;,;O
;7;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 8298;suifertil;NAME
;4;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1000;PACK
;ml;PACK
;oral;FORM
;opløsning;FORM
Sentence: 8299;zyprexa;NAME
;velotab;NAME
;20;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;abacus;O
;);O
;smeltetabletter;FORM
Sentence: 8300;brintellix;NAME
;20;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;paranova;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8301;hiprasuis;NAME
;pe;NAME
;10;PACK
;x;PACK
;50;PACK
;ml;PACK
;(;O
;25;PACK
;doser;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Sentence: 8302;ifirmacombi;NAME
;300;STRENGTH
;+;STRENGTH
;12;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 8303;frontect;NAME
;(;O
;til;NAME
;hunde;NAME
;5;NAME
