Drug: #;Word;Tag
;5;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 5689;seretide;NAME
;diskus;NAME
;60;PACK
;doser;PACK
;inhalationspulv;FORM
;,;O
;afd;FORM
Drug: 5690;multihance;NAME
;334;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5691;eldepryl;NAME
;10;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 5692;zok;NAME
;-;NAME
;zid;NAME
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 5693;citalopram;NAME
;vitabalans;O
;40;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5694;retacrit;NAME
;3;STRENGTH
;.;STRENGTH
;333;STRENGTH
;ie;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;3;PACK
;.;PACK
;000;PACK
;ie;PACK
;(;O
;6;PACK
;eng;PACK
;.;PACK
;sp;PACK
;.;PACK
;a;PACK
;0;PACK
;,;O
;9;PACK
;ml;PACK
;);O
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Drug: 5695;topimax;NAME
;100;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5696;nicotinell;NAME
;icemint;NAME
;4;STRENGTH
;mg;STRENGTH
;204;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;medicinsk;FORM
;tyggegummi;FORM
Drug: 5697;ofev;NAME
;100;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;bløde;FORM
Drug: 5698;ezetimib;NAME
;sandoz;O
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5699;mandolgin;NAME
;50;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 5700;isoptin;NAME
;retard;NAME
;180;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 5701;escitalopram;NAME
;teva;O
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5702;bactroban;NAME
;2;STRENGTH
;%;STRENGTH
;1;PACK
;x;PACK
;15;PACK
;g;PACK
;creme;FORM
Drug: 5703;jaydess;NAME
;13;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;intrauterint;FORM
;indlæg;FORM
Drug: 5704;granon;NAME
;200;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;brusetabletter;FORM
Drug: 5705;mycostatin;NAME
;100;STRENGTH
;.;STRENGTH
;000;STRENGTH
;ie;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;100;PACK
;ml;PACK
;oral;FORM
;suspension;FORM
Drug: 5706;forxiga;NAME
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5707;xeplion;NAME
;75;STRENGTH
;mg;STRENGTH
;1;PACK
;sæt;PACK
;(;O
;abacus;O
;);O
;depotinj;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;susp;FORM
;.;FORM
Drug: 5708;tranexamsyre;NAME
;life;O
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;i;FORM
;.;FORM
;v;FORM
;.;FORM
Drug: 5709;somavert;NAME
;30;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;orifarm;O
;);O
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Drug: 5710;strefzap;NAME
;8;STRENGTH
;,;O
;75;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;3;STRENGTH
;pust;STRENGTH
;15;PACK
;ml;PACK
;mundhulespray;FORM
;,;O
;opl;FORM
;.;FORM
Drug: 5711;nicotinell;NAME
;21;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;24;STRENGTH
;timer;STRENGTH
;21;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Drug: 5712;lamotrigin;NAME
;aurobindo;O
;50;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5713;advagraf;NAME
;1;STRENGTH
;mg;STRENGTH
;50;PACK
;x;PACK
;1;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
;,;O
;hårde;FORM
Drug: 5714;euthyrox;NAME
;50;STRENGTH
;mikrogram;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5715;cisplatin;NAME
;pfizer;O
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;100;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 5716;tramadol;NAME
;retard;O
;actavis;O
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 5717;cialis;NAME
;20;STRENGTH
;mg;STRENGTH
;8;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5718;cardiostad;NAME
;20;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5719;ultibro;NAME
;breezhaler;NAME
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;+;PACK
;inh;PACK
;(;O
;europhar;PACK
;inhal;FORM
;.;FORM
;pulv;FORM
;.;FORM
;,;O
;hård;FORM
;kap;FORM
Drug: 5720;mifepriston;NAME
;linepharma;O
;200;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5721;durogesic;NAME
;12;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;time;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;(;O
;matrix;O
;);O
;depotplastre;FORM
Drug: 5722;invega;NAME
;9;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 5723;fentanyl;NAME
;b;O
;.;NAME
;braun;O
;50;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;2;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5724;voltabak;NAME
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 5725;simvastatin;NAME
;teva;O
;20;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5726;lisinopril;NAME
;actavis;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 5727;cefuroxim;NAME
;mip;O
;750;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Drug: 5728;na;NAME
;.;NAME
;kl;O
;baxter;O
;clear;O
;-;NAME
;flex;NAME
;9;NAME
;mg;NAME
;/;NAME
;ml;NAME
;9;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;200;PACK
;x;PACK
;1500;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5729;norfenicol;NAME
;300;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;50;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5730;otezla;NAME
;10;STRENGTH
;+;STRENGTH
;20;STRENGTH
;+;STRENGTH
;30;STRENGTH
;mg;STRENGTH
;4;PACK
;+;PACK
;4;PACK
;+;PACK
;19;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5731;procamidor;NAME
;vet;NAME
;.;NAME
;20;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;100;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5732;marplan;NAME
;10;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 5733;tramadol;NAME
;actavis;O
;50;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 5734;madopar;NAME
;quick;NAME
;50;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;12;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;dispergible;FORM
;tabl;FORM
;.;FORM
Drug: 5735;valsartan;NAME
;/;NAME
;hclthiazid;O
;jubilant;O
;320;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;25;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5736;augmentin;NAME
;forte;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;+;STRENGTH
;12;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;100;PACK
;ml;PACK
;pulver;FORM
;t;FORM
;.;FORM
;oral;FORM
;susp;FORM
;.;FORM
Drug: 5737;arcoxia;NAME
;30;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5738;epiduo;NAME
;60;PACK
;g;PACK
;gel;FORM
Drug: 5739;azzalure;NAME
;125;PACK
;enheder;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Drug: 5740;trevicta;NAME
;525;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;depotinj;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;susp;FORM
;.;FORM
Drug: 5741;tadalafil;NAME
;actavis;O
;20;STRENGTH
;mg;STRENGTH
;8;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5742;alzen;NAME
;sr;NAME
;50;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 5743;zavicefta;NAME
;2000;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;500;STRENGTH
;mg;STRENGTH
;10;PACK
;htgl;PACK
;.;PACK
;pu;FORM
;.;FORM
;t;FORM
;.;FORM
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;v;FORM
;.;FORM
;,;O
;o;FORM
Drug: 5744;olanzapin;NAME
;orion;O
;20;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Drug: 5745;benarhin;NAME
;32;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;næsespray;FORM
;,;O
;susp;FORM
;.;FORM
Drug: 5746;thiamazol;NAME
;2;O
;care;NAME
;4;O
;5;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5747;sprycel;NAME
;70;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5748;elidel;NAME
;1;STRENGTH
;%;STRENGTH
;30;PACK
;g;PACK
;creme;FORM
Drug: 5749;venclyxto;NAME
;100;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5750;durogesic;NAME
;12;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;time;STRENGTH
;8;PACK
;stk;PACK
;.;PACK
;(;O
;matrix;O
;);O
;depotplastre;FORM
Drug: 5751;aciclovir;NAME
;pfizer;O
;25;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;10;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 5752;eliquis;NAME
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;abacus;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5753;redap;NAME
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;60;PACK
;g;PACK
;creme;FORM
Drug: 5754;gadovist;NAME
;1;STRENGTH
;,;O
;0;STRENGTH
;millimol;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Drug: 5755;ibuprofen;NAME
;teva;O
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5756;levact;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;25;PACK
;mg;PACK
;pu;FORM
;.;FORM
;t;FORM
;.;FORM
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;v;FORM
;.;FORM
;,;O
;o;FORM
Drug: 5757;risperdal;NAME
;consta;NAME
;25;STRENGTH
;mg;STRENGTH
;1;PACK
;sæt;PACK
;(;O
;wm;O
;u;PACK
;/;PACK
;nål;PACK
;-;PACK
;del;PACK
;+;PACK
;glu;O
;);O
;dep;FORM
;.;FORM
;inj;FORM
;.;FORM
;vsk;FORM
;.;FORM
;pul;FORM
;.;FORM
;susp;FORM
Drug: 5758;doxorubicin;NAME
;actavis;O
;50;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Drug: 5759;metvix;NAME
;160;STRENGTH
;mgg;STRENGTH
;2;PACK
;g;PACK
;creme;FORM
Drug: 5760;rosuvastatin;NAME
;stada;O
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5761;atacand;NAME
;32;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 5762;calciumfolinat;NAME
;hospira;O
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;30;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5763;xeplion;NAME
;75;STRENGTH
;mg;STRENGTH
;1;PACK
;sæt;PACK
;(;O
;paranova;O
;);O
;depotinj;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;susp;FORM
;.;FORM
Drug: 5764;attentin;NAME
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5765;byetta;NAME
;10;STRENGTH
;rg;STRENGTH
;60;PACK
;doser;PACK
;(;O
;abacus;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 5766;aripiprazole;NAME
;accord;O
;5;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5767;pantoprazole;NAME
;teva;O
;40;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Drug: 5768;smofkabiven;NAME
;3;PACK
;x;PACK
;2463;PACK
;ml;PACK
;(;O
;3;PACK
;x;PACK
;2700;PACK
;kcal;O
;);O
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;emulsion;FORM
Drug: 5769;atenativ;NAME
;50;STRENGTH
;ie;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;500;PACK
;ie;PACK
;+;PACK
;solvens;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;op;FORM
Drug: 5770;aripiprazole;NAME
;teva;O
;15;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5771;piperacil;NAME
;.;NAME
;/;NAME
;tazobactam;O
;sandoz;O
;2;STRENGTH
;g;STRENGTH
;+;STRENGTH
;250;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Drug: 5772;tamiflu;NAME
;75;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;beredskabsmedicin;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 5773;azilect;NAME
;1;STRENGTH
;mg;STRENGTH
;112;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;europharma;PACK
;tabletter;FORM
Drug: 5774;gliclazid;NAME
;2;O
;care;NAME
;4;O
;30;STRENGTH
;mg;STRENGTH
;180;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabl;FORM
;.;FORM
;m;FORM
;modif;FORM
;udløsn;FORM
Drug: 5775;travatan;NAME
;40;STRENGTH
;rgm;STRENGTH
;3;PACK
;x;PACK
;2;PACK
;,;O
;5;PACK
;ml;PACK
;(;O
;europharma;O
;);O
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 5776;amoxar;NAME
;750;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;dispergible;FORM
;tabl;FORM
;.;FORM
Drug: 5777;ibumetin;NAME
;retard;NAME
;600;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;depottabletter;FORM
Drug: 5778;mimpara;NAME
;30;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5779;amoxibactin;NAME
;vet;NAME
;.;NAME
;250;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5780;olanzapin;NAME
;nordic;O
;prime;O
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5781;elocta;NAME
;3000;STRENGTH
;iu;STRENGTH
;1;PACK
;sæt;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Drug: 5782;ibuprofen;NAME
;teva;O
;200;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5783;quetiapin;NAME
;amneal;O
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5784;tenofovir;NAME
;disoproxil;O
;stada;O
;245;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5785;metex;NAME
;pen;NAME
;30;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 5786;genvoya;NAME
;200;STRENGTH
;+;STRENGTH
;10;STRENGTH
;+;STRENGTH
;150;STRENGTH
;+;STRENGTH
;150;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5787;pregabalin;NAME
;mylan;O
;75;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 5788;amlodipin;NAME
;krka;O
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5789;stadaquel;NAME
;100;STRENGTH
;mg;STRENGTH
;120;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5790;zicare;NAME
;1000;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;25;PACK
;kg;PACK
;oralt;FORM
;pulver;FORM
Drug: 5791;norodine;NAME
;vet;NAME
;.;NAME
;200;STRENGTH
;+;STRENGTH
;40;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;4;PACK
;x;PACK
;100;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5792;ypozane;NAME
;3;STRENGTH
;,;O
;75;STRENGTH
;mg;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 5793;topiratore;NAME
;50;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5794;daktarin;NAME
;20;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;40;PACK
;g;PACK
;mundhulegel;FORM
Drug: 5795;omnipaque;NAME
;240;STRENGTH
;mg;STRENGTH
;jod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;25;PACK
;x;PACK
;20;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5796;protopic;NAME
;0;STRENGTH
;,;O
;1;STRENGTH
;%;STRENGTH
;30;PACK
;g;PACK
;(;O
;orifarm;O
;);O
;salve;FORM
Drug: 5797;aubagio;NAME
;14;STRENGTH
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5798;pregabalin;NAME
;teva;O
;75;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 5799;valsartan;NAME
;orifarm;O
;80;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5800;valsavil;NAME
;hct;NAME
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5801;flagyl;NAME
;500;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;vagitorier;FORM
Drug: 5802;moxifloxacin;NAME
;krka;O
;400;STRENGTH
;mg;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5803;sertralin;NAME
;actavis;O
;50;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5804;letrozol;NAME
;2;O
;care;NAME
;4;O
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;105;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5805;donepezil;NAME
;aurobindo;O
;10;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5806;versiguard;NAME
;rabies;NAME
;vet;NAME
;.;NAME
;10;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 5807;entresto;NAME
;97;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;103;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 5808;gaviscon;NAME
;100;PACK
;ml;PACK
;oral;FORM
;suspension;FORM
Drug: 5809;iomeron;NAME
;300;STRENGTH
;mg;STRENGTH
;iod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;20;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 5810;soolantra;NAME
;10;STRENGTH
;mgg;STRENGTH
;30;PACK
